,id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle,signature,inventory_nr,Unnamed: 0,text,text_3,text_2,text_1,lev,sys,numbis,vw,backreference,subject_list,year_clean
916239,BV042138535,ger,"Pahl, John Hinnerk","Theophilus, David und Beseleel",,John Hinnerk Pahl,,,2014,,Theophilus (Presbyter)|Traktat,u|s,,,,,,,,,,,,,,,Theophilus(Presbyter) Traktat,2014.0
928868,BV042560873,ita,"Petrucci, Francesca","Intervista a Vairo Mongatti, maestro dell'acquaforte",,Francesca Petrucci,,,2014,,"Mongatti, Vairo",p,,,,,,,,,,,,,,,MongattiVairo,2014.0
516731,BV038314683,eng,,Latter. Michelangelo sculptures,,,,,1952,,Michelangelo (Buonarroti),p,,,,,,,,,,,,,,,Michelangelo(Buonarroti),1952.0
271893,BV037982341,fre,"Beaudry, Nicolas",Formes architecturales et géographie historique,,,,,2005,,Syrien|Kirchenbau,g|s,,,,,,,,,,,,,,,Syrien Kirchenbau,2005.0
129940,BV037601696,eng,"Herman, Todd A.",Out of the shadow of Titian,,by Todd. A. Herman,,,2003,,Venedig|Kunstsoziologie|Bonifazio (Veronese),g|s|p,,,,,,,,,,,,,,,Venedig Kunstsoziologie Bonifazio(Veronese),2003.0
389661,BV038159924,ita,"Marder, Tod Allan",Borromini e Bernini a piazza Navona,,Tod A. Marder,,,2000,,"Vierströmebrunnen|Borromini, Francesco",g|p,,,,,,,,,,,,,,,Vierströmebrunnen BorrominiFrancesco,2000.0
207341,BV037829436,ita,,"Tresigallo, il passato - il futuro",,"a cura di Angela Ammirati, Ariannna Chendi",Ferrara,Liberty House,1990,"Ammirati, Angela|Chendi, Ariannna",Tresigallo|Städtebau,g|s,,,,,,,,,,,,,,,Tresigallo Städtebau,1990.0
51823,BV013140014,ger,,Holländischer Klassizismus in der Malerei des 17. Jahrhunderts,,Albert Blankert ...,Frankfurt am Main [u.a.],<<Das>> Städel [u.a.],1999,"Blankert, Albert",Niederlande|Malerei,g|s,,,,,,,,,,,,,,,Niederlande Malerei,1999.0
592466,BV038435191,swe,"Langberg, Harald",Tessins Amalienborg,,Harald Langberg,,,1967,,"Tessin, Nicodemus",p,,,,,,,,,,,,,,,TessinNicodemus,1967.0
13088,BV002205812,ger,"Hagenmaier, Otto",Der goldene Schnitt,,Otto Hagenmaier. Mit einem Anh. über Metrosophie von G. F. Hartlaub,Heidelberg,Moos,1963,"Hartlaub, Gustav Friedrich",Kunst,s,BV001888115,Forum imaginum,,,,,,,,,,,,,Kunst,1963.0
600732,BV038448793,ger,"Baumstark, Reinhold",Antonio Zanchis Hochaltar der Theatinerkirche,,Reinhold Baumstark,,,1977,,"Zanchi, Antonio",p,,,,,,,,,,,,,,,ZanchiAntonio,1977.0
697528,BV038598882,ita,"Viale Ferrero, Mercedes",Arazzi torinesi,,Mercedes Viale Ferrero,,,1963,,"Turin|Angewandte Kunst|Beaumont, Claudio Francesco",g|s|p,,,,,,,,,,,,,,,Turin AngewandteKunst BeaumontClaudioFrancesco,1963.0
237824,BV037929947,ita,"Barbacci, Alfredo",Commemorazione di Guido Zucchini,,Alfredo Barbacci,,,1958,,"Zucchini, Guido",p,,,,,,,,,,,,,,,ZucchiniGuido,1958.0
72794,BV019781793,ger,"Leuschner, Eckhard",Antonio Tempesta,,Eckhard Leuschner,Petersberg,Imhof,2005,,"Tempesta, Antonio",p,BV035419545,Studien zur internationalen Architektur- und Kunstgeschichte,,,,,,,,,,,,,TempestaAntonio,2005.0
446830,BV038235803,ita,"Gatto, Ludovico",Il colore dell'architettura romana,,,,,1988,,Rom|Architektur,g|s,,,,,,,,,,,,,,,Rom Architektur,1988.0
742829,BV038669329,eng,"Dennis, George T.",Byzantine battle flags,,George T. Dennis,,,1982,,Ikonographie,s,,,,,,,,,,,,,,,Ikonographie,1982.0
1076941,BV047714323,ger,"Panofsky, Erwin",Über das Verhältnis der Kunstgeschichte zur Kunsttheorie,,von Erwin Panofsky,,,1925,,Kunstwissenschaft,s,,,,,,,,,,,,,,,Kunstwissenschaft,1925.0
33758,BV008089012,eng,"Luckhurst, Kenneth W.",The story of exhibitions,,,London [u.a.],Studio Publ.,1951,,"Weltausstellung|Royal Society for the Encouragement of Arts, Manufactures and Commerce|Kunsterziehung",f|b|s,,,,,,,,,,,,,,,Weltausstellung RoyalSocietyfortheEncouragementofArtsManufacturesandCommerce Kunsterziehung,1951.0
479083,BV038270736,ita,"Ventura, Leandro",Vespasiano Gonzaga Colonna (1531 - 1591),,Leandro Ventura,,,1991,,"Vespasian (Sabbioneta, Herzog)|Bildnis",p|s,,,,,,,,,,,,,,,Vespasian(SabbionetaHerzog) Bildnis,1991.0
254847,BV037954851,eng,"Thurley, Simon",William III's Privy Garden at Hampton Court Palace,,,,,1995,,Hampton Court|Garten,g|s,,,,,,,,,,,,,,,HamptonCourt Garten,1995.0
705849,BV038611929,ger,"Westphal, Wulf",Kurioses Wohnen,,Wulf Westphal,,,1969,,Möbel,s,,,,,,,,,,,,,,,Möbel,1969.0
1042406,BV047049474,eng,"Smith, Terry",Art to come,,Terry Smith,Durham ; London,Duke University Press,[2019],,Kunst,s,,,,,,,,,,,,,,,Kunst,2019.0
26829,BV005374021,ger,,Medaillen der Renaissance und des Barock,,[Gesamtgestaltung: Ernst Petrasch],Karlsruhe,,1969,"Petrasch, Ernst",Badisches Landesmuseum Karlsruhe|Medaille,b|s,,,,,,,,,,,,,,,BadischesLandesmuseumKarlsruhe Medaille,1969.0
21486,BV004204364,ita,,L' archivio della Basilica di S. Nicola di Bari,,Sopraintendanza Archivistica per la Puglia. A cura di Domenica Porcaro Massafra. Inventario a cura di Rosalba Catacchio ...,Bari,Edipuglia,1988,"Porcaro Massafra, Domenica|Catacchio, Rosalba",Archivio di San Nicola,b,BV000651242,Per la storia della chiesa di Bari,,,,,,,,,,,,,ArchiviodiSanNicola,1988.0
502029,BV038297067,ita,"Bertocchi, Giorgio","Il maiolicaro faentino Antonio Bettisi, alias Don Pino, in società con Angelo Michele Risi in una fornace di via Nosadella a Bologna",,,,,1985,,Bologna|Topografie,g|s,,,,,,,,,,,,,,,Bologna Topografie,1985.0
137887,BV037650803,ger,,Süßer Schlummer,,Erika Oehring (Hg.) Mit Beitr. von: Kurt Gschwantler,Berlin,Deutscher Kunstverlag,2006,"Mayr-Oehring, Erika|Gschwantler, Kurt",Wäsche,s,,,,,,,,,,,,,,,Wäsche,2006.0
1076716,BV047714098,ger,"Schmarsow, August","Die reine Form in der Ornamentik aller Künste, [2]",,von August Schmarsow und Fritz Ehlotzky,,,1924,"Ehlotzky, Fritz",Ornament,s,,,,,,,,,,,,,,,Ornament,1924.0
323442,BV038065065,ita,"Daverio, Philippe",Luogo eccentrico per eccentrici,,,,,2008,,"Maloja|Kunstsoziologie|Giacometti, Giovanni",g|s|p,,,,,,,,,,,,,,,Maloja Kunstsoziologie GiacomettiGiovanni,2008.0
1000470,BV045293429,ita,"Faloci, Pierre-Louis","Pierre-Louis Faloci - architettura, educazione allo sguardo",,a cura di Marco Biagi ; con un saggio di Joseph Abram,Milano,Electa,[2018],"Biagi, Marco|Abram, Joseph","Faloci, Pierre-Louis|Architektur",p|s,BV002721803,Documenti di architettura,,,,,,,,,,,,,FalociPierre-Louis Architektur,2018.0
979741,BV044628607,ita,"Pilo, Giuseppe Maria",Modelletto inedito di Giovan Battista Tiepolo per l'Istituzione del Rosario al soffitto a fresco dei Gesuati,,Giuseppe Maria Pilo,,,2017,,"Tiepolo, Giovanni Battista",p,,,,,,,,,,,,,,,TiepoloGiovanniBattista,2017.0
247653,BV037944177,ita,"Vossilla, Francesco",Ceramiche roveresche dalle collezioni medicee,,,,,2004,,Italien|Keramik|Medici (Familie : 13.-18. Jahrhundert),g|s|p,,,,,,,,,,,,,,,Italien Keramik Medici(Familie:13.-18.Jahrhundert),2004.0
602146,BV038450978,ger,"Lüdecke, Heinz",Kunst im Bezug auf den Menschen,,Heinz Lüdecke,,,1971,,"Dürer, Albrecht",p,,,,,,,,,,,,,,,DürerAlbrecht,1971.0
1181493,BV048459217,ita,"Monti, Ilaria",L'architettura indiana e la re-invenzione della tradizione,,Ilaria Monti,,,2021,,Indien|Architektur|Le Corbusier,g|s|p,,,,,,,,,,,,,,,Indien Architektur LeCorbusier,2021.0
376887,BV038142745,ita,"Perriccioli Saggese, Alessandra",Un Libro d'ore della Bibliothèque Nationale di Parigi e alcune riflessioni sull'attività di miniatore del Maestro del retablo di Bolea,,,,,1999,,Stundenbuch,u,,,,,,,,,,,,,,,Stundenbuch,1999.0
741643,BV038667532,fre,"Delaissé, L. M. J.",Chroniques et conquêtes de Charlemagne,,L. M. J. Delaissé,,,1959,,"Le Tavernier, Jean|Ikonographie|Frankreich",p|s|g,,,,,,,,,,,,,,,LeTavernierJean Ikonographie Frankreich,1959.0
316894,BV038054438,ger,"Diemer, Peter",Verloren - verstreut - bewahrt,,,,,2008,,"Grafik|München|Albrecht V. (Bayern, Herzog)",s|g|p,,,,,,,,,,,,,,,Grafik München AlbrechtV.(BayernHerzog),2008.0
282524,BV037999511,ita,,"Dati storici, monitoraggio, indagini",,Giorgio Croci ...,,,2006,"Croci, Giorgio",Dom Pienza,g,,,,,,,,,,,,,,,DomPienza,2006.0
135284,BV037632315,ita,,La maschera e l'artista,,"Comune di Pietrasanta, Assessorato alla Cultura. Catalogo a cura di Francesca Cagianelli. Mostra a cura di Dario Matteoni",Firenze,M & M,2005,"Cagianelli, Francesca|Matteoni, Dario",Italien|Karneval,g|s,,,,,,,,,,,,,,,Italien Karneval,2005.0
894438,BV041286192,ita,,Umberto Mastroianni a Ostia antica,,"a cura di Micol Forti, Paola Germoni, Gerardo Lo Russo e Paola Molinengo Costa. Fotografie di Teresa Emanuele",Roma,<<Il>> Cigno GG Edizioni,2013,"Forti, Micol|Germoni, Paola|Lo Russo, Gerardo|Molinengo Costa, Paola|Emanuele, Teresa","Mastroianni, Umberto",p,,,,,,,,,,,,,,,MastroianniUmberto,2013.0
822805,BV038873055,ita,,Artisti alla corte di Francesco I d'Este,,"Modena, Galleria Estense. Augusta Ghidiglia Quintavalle",Modena,,1963,"Ghidiglia Quintavalle, Augusta","Ariosto, Ludovico|Bildnis|Italien",p|s|g,BV038754804,Studi d'arte e cataloghi,,,,,,,,,,,,,AriostoLudovico Bildnis Italien,1963.0
537837,BV038346739,ita,"Fossati, Gildo",La funzione del caolino nella porcellana,,Gildo Fossati,,,1977,,Kunsthandwerk,s,,,,,,,,,,,,,,,Kunsthandwerk,1977.0
271594,BV037981595,ita,"Salmi, Mario",Il Palazzo Ducale di Urbino e Francesco di Giorgio,,,,,1949,,"Martini, Francesco di Giorgio",p,,,,,,,,,,,,,,,MartiniFrancescodiGiorgio,1949.0
1006831,BV045520750,ita,"Zambrini, Renato",Vita pratica coloniale,,Ten. Col. Renato Zambrini,Borgo S. Dalmazzo (Cuneo),Istituto grafico Bertello,1942-XX,,Italien|Kolonialismus,g|s,,,,,,,,,,,,,,,Italien Kolonialismus,1942.0
841548,BV038922131,ger,"Schwall-Hoummady, Christine",Bilderzählung im 15. Jahrhundert,,,Frankfurt am Main [u.a.],Lang,1999,,"Bild|Frankreich|Boccaccio, Giovanni|Biblioteca Apostolica Vaticana",s|g|u|b,BV037477204,Europäische Hochschulschriften,,,,,,,,,,,,,Bild Frankreich BoccaccioGiovanni BibliotecaApostolicaVaticana,1999.0
640433,BV038509966,ger,"Plotzek, Joachim M.",Zur Initialmalerei des 10. Jahrhunderts in Trier und Köln,,Joachim M. Plotzek,,,1973,,Deutschland|Buchmalerei,g|s,,,,,,,,,,,,,,,Deutschland Buchmalerei,1973.0
408088,BV038186802,spa,"Abad Castro, Concepción",El obispo Sancho Blázquez Dávila (1312 - 1355) y la capilla de San Blas en la catedral abulense,,,,,2001,,Kathedrale Ávila,g,,,,,,,,,,,,,,,KathedraleÁvila,2001.0
1174916,BV048246765,ita,"Scafi, Alessandro",L'altro viaggio a Ravenna,,Alessandro Scafi,,,2021,,Dante (Alighieri)|Dante Purgatorio (Alighieri)|San Francesco,p|u|g,,,,,,,,,,,,,,,Dante(Alighieri) DantePurgatorio(Alighieri) SanFrancesco,2021.0
921762,BV042276377,ita,"Artale, Alessandra",Ancora su Francesco Guardi e sul disegno n. 7313 del Museo Correr,,Alessandra Artale,,,2014,,"Guardi, Francesco|Museo Correr|Zeichnung",p|b|s,,,,,,,,,,,,,,,GuardiFrancesco MuseoCorrer Zeichnung,2014.0
399229,BV038172563,ita,"Sciuto, Davide",Un 'Battesimo' messo in scena da Paolo Veronese,,,,,1994,,"Latisana|Veronese, Paolo",g|p,,,,,,,,,,,,,,,Latisana VeronesePaolo,1994.0
667738,BV038551187,ger,"Schmidt, Doris",München - Galerie Günther Franke,,Doris Schmidt,,,1974,,"Nay, Ernst Wilhelm",p,,,,,,,,,,,,,,,NayErnstWilhelm,1974.0
615764,BV038471925,fre,"Milhau, Denis","Matisse, Picasso et Braque, 1918 - 1926, y a-t-il retour à l'ordre?",,Denis Milhau,,,1975,,"Braque, Georges",p,,,,,,,,,,,,,,,BraqueGeorges,1975.0
136803,BV037643181,ita,,William Congdon,,"The William Congdon Foundation. A cura di Giuseppe Barbieri. Presentazione di Fred Licht, selezioni dei testi e schede di Rodolfo Balzarotti",Milano,Jaca Book,2005,"Barbieri, Giuseppe|Licht, Fred|Balzarotti, Rodolfo","Congdon, William",p,,,,,,,,,,,,,,,CongdonWilliam,2005.0
876532,BV040529143,eng,"Hahn, Christine Y.",Unearthing origins,,Christine Y. Hahn,,,2012,,Korea|Kunst,g|s,,,,,,,,,,,,,,,Korea Kunst,2012.0
201790,BV037816631,eng,,Catalogue of printed books ...,,,London,,1970,,"Besterman, Theodore",p,,,,,,,,,,,,,,,BestermanTheodore,1970.0
463266,BV038253517,ita,"Klerck, Bram de",La chiesa di San Paolo Converso a Milano nel Seicento,,Bram de Klerck,,,1994,,"San Paolo alle Monache|Borromeo, Carlo|Bildnis",g|p|s,,,,,,,,,,,,,,,SanPaoloalleMonache BorromeoCarlo Bildnis,1994.0
880098,BV040648659,eng,"Armstrong, Carol",Automatism and agency intertwined,,Carol Armstrong,,,2012,,"Fotografie|Barthes, Roland",s|p,,,,,,,,,,,,,,,Fotografie BarthesRoland,2012.0
100800,BV035666714,ita,,Inventario delle carte di Achille e Maria Majnoni d'Intignano,,a cura di Rita Romanelli. Con saggi di Stefano Majnoni e Ornella Selvafolta,Roma,Ed. di Storia e Letteratura,2009,"Romanelli, Rita","Majnoni, Achille|Nachlass",p|s,BV000891037,Sussidi eruditi,,,,,,,,,,,,,MajnoniAchille Nachlass,2009.0
220149,BV037896707,ita,,Le cortigiane di Venezia dal Trecento al Settecento,,[comitato scientifico: Doretta Davanzo Poli ...],Milano,Berenice,1990,"Davanzo Poli, Doretta",Venedig|Kultur,g|s,,,,,,,,,,,,,,,Venedig Kultur,1990.0
336276,BV038084099,ita,"Lotti, Pierluigi",Il castello dei Cesari e l'Accademia nazionale di danza,,,,,2009,,Accademia Nazionale di Danza,b,,,,,,,,,,,,,,,AccademiaNazionalediDanza,2009.0
22694,BV004659962,ita,,La Piazza del Quirinale e le antiche scuderie papali,,a cura di Gianfranco Spagnesi,Milano,Electa,1990,"Spagnesi, Gianfranco",Piazza del Quirinale|Architektur,g|s,,,,,,,,,,,,,,,PiazzadelQuirinale Architektur,1990.0
60934,BV014331036,ger,,"Tugenden und Affekte in der Philosophie, Literatur und Kunst der Renaissance",,Joachim Poeschke ... (Hrsg.),Münster,Rhema-Verl.,2002,"Poeschke, Joachim",Affekt,s,BV014689169,Symbolische Kommunikation und gesellschaftliche Wertesysteme,,,,,,,,,,,,,Affekt,2002.0
62930,BV015845386,ita,,Il Regio Museo Archeologico di Firenze,,[Antonio Minto],Roma,Libr. dello Stato,1931 = A. X E.F,"Minto, Antonio",Museo Archeologico Nazionale di Firenze,b,BV008929203,Itinerari dei musei e monumenti d'Italia,,,,,,,,,,,,,MuseoArcheologicoNazionalediFirenze,1931.0
677481,BV038567175,fre,"Comblen-Sonkes, Micheline",Le dessin sous-jacent chez les Primitifs flamands,,Micheline Sonkes,,,1970,,"Bosch, Hieronymus|Beneluxländer|Maltechnik",p|g|s,,,,,,,,,,,,,,,BoschHieronymus Beneluxländer Maltechnik,1970.0
356820,BV038115004,ger,"Marti, Susan",Mit Silberstift für Sticker gezeichnet?,,,,,2010,,"Stock, Vranck van der|Umkreis|Wallonien",p|s|g,,,,,,,,,,,,,,,StockVranckvander Umkreis Wallonien,2010.0
519091,BV038318010,ger,,Notiz über seinen Neubau in Venedig,,,,,1955,,"Wright, Frank Lloyd",p,,,,,,,,,,,,,,,WrightFrankLloyd,1955.0
394357,BV038165989,ger,"Figge, Horst H.",Zur Text- und Bildgestaltung auf Medaillen der Nürnberger Vischer-Hütte,,,,,2000,,"Deutschland|Medaille|Vischer, Peter",g|s|p,,,,,,,,,,,,,,,Deutschland Medaille VischerPeter,2000.0
380532,BV038147301,ita,"Muscolino, Cetty",La pieve di S. Martino a Barisano,,,,,1997,,San Martino|Wandmalerei,g|s,,,,,,,,,,,,,,,SanMartino Wandmalerei,1997.0
711927,BV038621303,und,"Yarrington, Alison","[Rezension von:] Dorment, Richard: Alfred Gilbert. - New Haven , 1985",,Alison Yarrington,,,1986,,"Gilbert, Alfred",p,,,,,,,,,,,,,,,GilbertAlfred,1986.0
151384,BV037696779,eng,"Peterson, Harold L.",The great guns,,by Harold L. Peterson and Robert Elman,London,Hamlyn,1971,"Elman, Robert",Schusswaffe,s,,,,,,,,,,,,,,,Schusswaffe,1971.0
1063968,BV047370676,eng,,Optofluidic devices and applications,,"editors Francisco Yubero, Fernando Lahoz",Basel,MDPI,[2020],"Yubero, Francisco|Lahoz, Fernando",Optofluidik,s,,,,,,,,,,,,,,,Optofluidik,2020.0
850184,BV038948454,ita,,Savonarola rivisitato (1498 - 1998),,a cura di Massimiliano G. Rosito,Firenze,Edizioni Città di Vita,1998,"Rosito, Massimiliano Giuseppe","Savonarola, Girolamo|Ikonographie",p|s,BV000014382,maestri di ieri e di oggi,,,,,,,,,,,,,SavonarolaGirolamo Ikonographie,1998.0
34330,BV008240204,ger,,Gärten und Parke in Ostpreußen,,Ursula Gräfin zu Dohna,Herford,Busse/Seewald,1993,"Dohna, Ursula zu",Ostpreußen|Park,g|s,,,,,,,,,,,,,,,Ostpreußen Park,1993.0
842659,BV038926104,eng,,Atanasio Soldati,,Luciano Caramel,Parma,,1996,"Caramel, Luciano","Soldati, Atanasio",p,BV037479852,Attraverso le avanguardie,,,,,,,,,,,,,SoldatiAtanasio,1996.0
820484,BV038866328,ita,,La ricerca delle fonti documentarie dei comuni dell'Alto Tammaro,,Comunità Montana Alto Tammaro. A cura di Iolanda Donsì Gentile,Morcone,Edigrafica Morconese,1995,"Donsì Gentile, Iolanda",Kampanien|Archiv,g|s,BV038747385,archivi locali,,,,,,,,,,,,,Kampanien Archiv,1995.0
551884,BV038367571,ger,"Gorissen, Friedrich",Ein unbekanntes Kreuzbild des Meisters Arnt,,Friedrich Gorissen,,,[1969?],,Arnt (Beeldsnider)|Beneluxländer|Plastik,p|g|s,,,,,,,,,,,,,,,Arnt(Beeldsnider) Beneluxländer Plastik,1969.0
422452,BV038206376,ita,"Arrigoni, Paolo",Elenco degli scritti di Achille Bertarelli,,,Milano,,1940,,"Bertarelli, Achille",p,,,,,,,,,,,,,,,BertarelliAchille,1940.0
814162,BV038846606,fre,"Brice, Germain",Description de la ville de Paris et de tout ce qu'elle contient de plus remarquable,,réprod. de la 9. éd. (1752) accompagnée d'une notice sur Germain Brice et sa Description de Paris et d'une table cumulative des neuf éditions par Pierre Codet. Centre de Recherches d'Histoire et de Philologie de la IVe Section de l'Ecole Pratique des Hautes Etudes,Genève [u.a.],Droz [u.a.],1971,"Codet, Pierre",Paris,g,,,,,,,,,,,,,,,Paris,1971.0
67282,BV017928836,ger,,Autohaus,,,München,Springer-Transport-Media,2003-,,Deutschland|Kraftfahrzeughandel,g|s,,,,,,,,,,,,,,,Deutschland Kraftfahrzeughandel,2003.0
586238,BV038424161,cze,"Kořán, Ivo",Umění a umělci baroka v Hradci Králové,,Ivo Kořán,,,1971,,"Kermer, Frantisek",p,,,,,,,,,,,,,,,KermerFrantisek,1971.0
192647,BV037793781,ita,"Praz, Mario",Toscana,,Mario Praz ; Folco Quilici. (Ufficio Pubbliche Relazioni della Esso Italiana),Milano,Pizzi,[1972?],"Quilici, Folco","Quilici, Folco|Toskana",p|s,,,,,,,,,,,,,,,QuiliciFolco Toskana,1972.0
723014,BV038638701,eng,"Buchthal, Hugo",Miniature painting in the Latin kingdom of Jerusalem,,Hugo Buchthal,,,1951,,Königreich Jerusalem|Buchmalerei,g|s,,,,,,,,,,,,,,,KönigreichJerusalem Buchmalerei,1951.0
893136,BV041246461,eng,"Muto, Giovanni",Urban structures and population,,Giovanni Muto,,,2013,,Neapel|Stadtentwicklung,g|s,,,,,,,,,,,,,,,Neapel Stadtentwicklung,2013.0
314846,BV038051253,ita,,Schede di pittura,,,,,1966,,Florenz|Malerei,g|s,,,,,,,,,,,,,,,Florenz Malerei,1966.0
178359,BV037762493,dut,,Lucas van Leyden - grafiek,,[samenstelling: J. P. Filedt Kok],Amsterdam,Rijksmuseum,1978,"Filedt Kok, J. P.|Leyden, Lucas van","Leyden, Lucas van",p,,,,,,,,,,,,,,,LeydenLucasvan,1978.0
1171184,BV047912680,eng,"Mann, Crawford Alexander","Raphael, Jonah, and Antinoüs",,Crawford Alexander Mann III,,,2021,,"Bildungsreise|Rom|Lotti, Lorenzo di Ludovico di Guglielmo",s|g|p,,,,,,,,,,,,,,,Bildungsreise Rom LottiLorenzodiLudovicodiGuglielmo,2021.0
704918,BV038610540,ger,"Wengerter, Horst",Ochsenblut - eine Farbe?,,Horst Wengerter,,,1978,,Deutschland|Farbe,g|s,,,,,,,,,,,,,,,Deutschland Farbe,1978.0
865579,BV039984067,ita,"Iannelli, Ivano",La decorazione plastica di Silvestro Faiella nella chiesa di Sant'Agostino degli Scalzi a Napoli,,Ivano Iannelli,,,2011,,"Faiella, Silvestro|Stuckplastik|Sant'Agostino degli Scalzi",p|s|g,,,,,,,,,,,,,,,FaiellaSilvestro Stuckplastik Sant'AgostinodegliScalzi,2011.0
411872,BV038191500,eng,"Cottingham, Laura",Notes on lesbian,,,,,1996,,USA|Feminismus,g|s,,,,,,,,,,,,,,,USA Feminismus,1996.0
383043,BV038150410,ger,"Borggrefe, Heiner",Die Entstehung und Entwicklung der Renaissancearchitektur im Weserraum und ihr historisches Umfeld,,,,,1999,,Weser-Gebiet|Architektur|Vitruvius,g|s|p,,,,,,,,,,,,,,,Weser-Gebiet Architektur Vitruvius,1999.0
330676,BV038075744,ger,"Schmidt, Werner",Ahlen/Westfalen,,,,,1998,,Ahlen|Edelmetall,g|s,,,,,,,,,,,,,,,Ahlen Edelmetall,1998.0
625685,BV038487187,eng,"Newman, John",An early drawing by Inigo Jones and a monument in Shropshire,,John Newman,,,1973,,"Jones, Inigo",p,,,,,,,,,,,,,,,JonesInigo,1973.0
697876,BV038599381,ger,"Vieten, Günter C.",Belgische Surrealisten,,G. C. Vieten,,,1964,,Surrealismus|Niederlande,s|g,,,,,,,,,,,,,,,Surrealismus Niederlande,1964.0
177139,BV037759163,ita,,Leonardo,,[Mitarb.:] Luca Beltrami ...,Milano,Garzanti,1939,"Beltrami, Luca",Leonardo (da Vinci),p,,,,,,,,,,,,,,,Leonardo(daVinci),1939.0
613988,BV038469097,ger,"Metzger, Othmar",Englische Buchkunst und Druckgraphik des 19. Jahrhunderts,,Othmar Metzger,,,1966,,"Neuerburg, Walter|Sammlung",p|s,,,,,,,,,,,,,,,NeuerburgWalter Sammlung,1966.0
139409,BV037656632,ita,,L' opera incisa di Giorgio Ghisi,,Museo Civico di Bassano del Grappa. A cura di Paolo Bellini,Bassano del Grappa,Tassotti,1998,"Bellini, Paolo","Ghisi, Giorgio|Druckgrafik",p|s,,,,,,,,,,,,,,,GhisiGiorgio Druckgrafik,1998.0
295325,BV038019811,fre,"Brejon de Lavergnée, Arnauld",Lettres inédites de Louvois conservées à Vincennes,,,,,1996,,"Frankreich|Sammlung|Académie de France|Louvois, François-Michel Le Tellier de",g|s|b|p,,,,,,,,,,,,,,,Frankreich Sammlung AcadémiedeFrance LouvoisFrançois-MichelLeTellierde,1996.0
106973,BV025604782,eng,,How the Laws of Physics Lie,,By Nancy Cartwright. Oxford University Press,Oxford,Oxford University Press,1983,"Cartwright, Nancy",Gesetz,s,,,,,,,,,,,,,,,Gesetz,1983.0
585139,BV038422186,eng,"Köhler, Wilhelm",The fragments of an eighth-century gospel book in the Morgan Library (M. 564),,Wilhelm Köhler,,,1954,,Buchmalerei,s,,,,,,,,,,,,,,,Buchmalerei,1954.0
143291,BV037671309,fre,,Giorgio de Chirico,,Paris Musées. Commissaire de l'exposition: Jacqueline Munck avec la collab. de Marianne Sarkari ...,Paris,Paris Musées,2009,"Munck, Jacqueline|Sarkari, Marianne","De Chirico, Giorgio",p,,,,,,,,,,,,,,,DeChiricoGiorgio,2009.0
246528,BV037942592,eng,"Suida Manning, Bertina","Titian, Veronese and Tintoretto in the collection of Walter P. Chrysler, Jr.",,Bertina Suida Manning,,,1963,,Tintoretto|Bildnis,p|s,,,,,,,,,,,,,,,Tintoretto Bildnis,1963.0
823240,BV038874351,ita,,Santa Maria di Anglona,,a cura di Cosimo Damiano Fonseca e Valentino Pace,Galatina (Le),Congedo,1996,"Fonseca, Cosimo Damiano|Pace, Valentino",Santa Maria,g,BV038748301,Università degli Studi della Basilicata <Potenza>,,,,,,,,,,,,,SantaMaria,1996.0
351931,BV038107016,ita,"Grasso, Monica",Due esempi di iconografia sacra nei mosaici di Burne-Jones in St. Paul a Roma,,,,,2010,"Ricasoli, Lucilla","Saint Paul's-within-the-Walls|Mosaik|Burne-Jones, Edward Coley",g|s|p,,,,,,,,,,,,,,,SaintPaul's-within-the-Walls Mosaik Burne-JonesEdwardColey,2010.0
969732,BV044298576,fre,"Elsig, Frédéric",Peintures flamandes et hollandaises du Musée d'art et d'histoire de Genève,,rédaction catalogue: Frédéric Elsig,Lausanne ; Paris,Favre,[2016],,Musée d'art et d'histoire|Niederlande|Malerei,b|g|s,,,,,,,,,,,,,,,Muséed'artetd'histoire Niederlande Malerei,2016.0
