,id,lang,title,year,embedding_x,embedding_y,cluster
10216,BV021712922,ita,Architettura rurale tra Villa Literno e Carinola,2006,208,-181,137
10217,BV021712984,ita,Storia illustrata di Livorno,2006,344,-120,154
10218,BV021713005,ita,Indagini archeologiche nella chiesa di San Damiano in Assisi,2005,-25,411,12
10219,BV021713021,ita,Mito e storiografia della Grande Rivoluzione,2006,489,287,-1
10220,BV021713037,ita,Guida ai santuari francescani di Assisi,2005,-8,-102,98
10221,BV021713143,ger,Harem,2005,246,-94,-1
10222,BV021713175,ita,I disegni di Raffaello Brizzi all'Accademia delle Arti del Disegno,2006,366,-283,194
10224,BV021713402,ger,Die Kirchen von Siena,2006,234,68,88
10225,BV021713412,ger,Die Kirchen von Siena,1999,106,-98,104
10226,BV021713426,ger,Die Kirchen von Siena,2006,246,86,88
10227,BV021713439,ger,Die Kirchen von Siena,1999,238,79,88
10228,BV021713788,ger,Die deutsche Schule,1956-,336,-181,181
10229,BV021714213,ita,Pietro Alamanno,2005,395,-294,-1
10230,BV021714282,ita,L' Università degli Studi di Cagliari,2005,387,-264,188
10231,BV021714293,ita,La chiesa di San Giovanni ad Ala,2004,187,-64,158
10232,BV021714393,ita,Michelangelo,2005,42,34,90
10234,BV021714949,ita,Luigi Gioli,2005,285,-241,140
10235,BV021714992,ita,Le superbe navi,2005,191,-355,-1
10236,BV021715046,ita,Gurulis Nova- Cuglieri,2006,268,-90,-1
10237,BV021715320,ita,I musulmani in Italia,2006,421,355,59
10238,BV021715356,ger,Unterrichtswissenschaft <Weinheim>,1973-,336,-75,173
10240,BV021715586,eng,Landscape and film,2006,-68,-86,93
10241,BV021715710,ger,ExWoSt-Informationen,2006-2006,276,-128,168
10242,BV021715832,ita,Incastellamento e signorie rurali nell'Alta valle del Tevere tra Alto e Basso Medioevo,2006,425,-162,-1
10243,BV021715947,ger,Architektur analysieren,2009,-238,-132,-1
10244,BV021715973,ita,"Raffaele Fabretti, archeologo ed erudito",2006,221,-177,138
10245,BV021716321,eng,The isotopic signature of classical marbles,2006,29,-90,99
10246,BV021716492,ger,Parmigianino,2006,183,-120,122
10247,BV021716586,eng,The Elgin marbles,2006,289,-117,169
10248,BV021717499,ger,Heiliges Land,2006,-357,306,27
10249,BV021717592,ita,La libertà della memoria,2006,387,272,53
10250,BV021717671,ita,Storia illustrata di Arezzo,2006,110,-71,-1
10251,BV021717705,ita,Alberto Tenenti,2005,374,306,-1
10252,BV021717719,lat,Contra eum qui maledixit Italie,2005,421,-211,-1
10253,BV021718037,ita,L' amoroso messer Giusto da Valmontone,2006,272,-260,-1
10254,BV021718068,eng,Fire in the city,2006,-349,-230,6
10255,BV021718166,ger,Beiträge zur Geschichte der deutschen Sprache und Literatur,1955-1995,0,162,75
10256,BV021718187,ita,Il maestro di Sant'Ivo,2004,366,-147,-1
10257,BV021718352,eng,"Bathers, bodies, beauty",2006,293,-158,161
10258,BV021718481,ger,Pictura loquens - Poesis tacens,2006,263,-313,175
10259,BV021718509,eng,The perambulations of Hadrian,2005,310,-113,-1
10260,BV021718638,ita,"Memorie Intorno Alla Vita Ed Agli Scritti Del Conte Francesco Algarotti, Ciambellano Di S. M. Il Re Di Prussia E Cavalier Del Merito ec.",MDCCLXX.,144,-253,112
10261,BV021718651,ita,Baldassare Longhena,2004,289,-215,157
10262,BV021718792,ita,Consumi culturali nell'Italia moderna,2004,434,358,59
10263,BV021718816,ita,Mercanti di quadri,2004,438,340,-1
10266,BV021719018,ita,Rodolfo Lanciani,2006,-170,-268,71
10267,BV021719299,ita,Carlo Magno e le Alpi,2006,-272,260,-1
10268,BV021719389,ita,Meneghetti,2006,323,-71,-1
10269,BV021719445,hrv,Émile-Othon Friesz Crtež četiri lika koja plešu iz Muzeja Mimara,2005,191,136,83
10270,BV021719532,ger,Die Architektur ist die Nachtseite der Kunst,2006,0,170,75
10271,BV021719560,hrv,Temeljne tehnike staklarstva od kraja XVI. do kraja XVIII. stoljeća,2005,276,-166,-1
10272,BV021719566,eng,The travels and adventures of serendipity,2006,310,-287,178
10273,BV021719578,hrv,Jean-Baptiste Oudry: Crtež Dva goluba ili dvije ptice iz porodice jarebica iz Muzeja Mimara,2006,327,-113,154
10274,BV021719607,ita,Watching art,2006,-374,275,-1
10275,BV021719627,ita,Antichi ponti di Sicilia,2006,-255,34,39
10276,BV021719641,hrv,Charles Le Brun: Partir,2006,191,-60,158
10277,BV021719978,ita,Notai,2006,383,328,-1
10279,BV021720028,ita,Metamorfosi delle architetture teatrali,2006,451,313,52
10280,BV021720058,ita,Arte e manifattura di corte a Firenze,2006,-378,-241,6
10281,BV021720136,ger,Konkurrenz und ihre Gesichter in der Kunst,2006,140,-264,-1
10282,BV021720178,ita,La pieve di San Floriano d'Illegio,2006,413,-158,-1
10283,BV021720325,ger,Geschichte und Gesellschaft,1975-,302,-120,-1
10284,BV021720782,ger,Finanzierung der Gesetzlichen Krankenversicherung,2006,-200,-453,-1
10286,BV021720899,ita,L' avventura di Colombo,2006,259,-287,121
10287,BV021720960,ita,Maioliche Ispano-Moresche a Firenze nel Rinascimento,2006,-378,-234,6
10289,BV021721759,ita,"Lunigiana, terra di Templari",2006,400,-192,182
10290,BV021721873,ita,Ars in bello,2006,361,-173,183
10292,BV021722650,ger,Tagebuch der Kulturwissenschaftlichen Bibliothek Warburg,2001,383,-200,172
10293,BV021722789,ita,Libro di memorie,2005,246,-200,135
10294,BV021722950,ita,I saperi della città,2006,-255,26,39
10295,BV021723448,ita,Paolo Portoghesi,2006,234,-98,-1
10296,BV021723461,ita,L' inganno della scimmia,2006,-119,-404,-1
10297,BV021723476,ita,La chiesa e il convento di San Giacomo a Foligno,2005,221,-260,-1
10298,BV021723585,ita,Ketty La Rocca,2005,136,-298,-1
10299,BV021723599,ita,Introduzione alla miniatura,2006,259,-158,129
10300,BV021723703,fre,Les Bruegel,1928,136,102,-1
10301,BV021723715,ita,Le carte piene di sogni,2006,485,283,-1
10302,BV021724269,ger,Ökonomische Kriterien und Anreizmechanismen für eine effiziente Förderung von industrieller Forschung und Innovation,2006,353,-105,154
10303,BV021724319,eng,Interpretations of Renaissance humanism,2006,166,22,-1
10304,BV021724449,ita,"Francesco Gonzaga di Guastalla, cardinale alla corte romana di Pio IV",2004,229,-79,-1
10307,BV021725009,ita,La Valle d'Agrò,2005,-106,7,-1
10308,BV021725069,ita,Vita del Medioevo nei dipinti della Val Susa tra X e XV secolo,2004,68,117,76
10311,BV021725201,ita,Le origini delle letterature romanze nel pensiero dei romantici tedeschi,1938,-144,-464,47
10312,BV021725328,ita,Le città italiane tra la tarda antichità e l'alto Medioevo,2006,489,317,-1
10313,BV021725390,eng,The philosophy of art,2006,-34,-313,67
10314,BV021725398,eng,For the love of beauty,2006,-42,-336,67
10315,BV021725401,ita,"Dei, eroi ed offerenti",2006,21,-60,-1
10316,BV021725419,fre,Auctor in bibliotheca,2005,-38,181,-1
10317,BV021725817,ger,Diplomatisches Zeremoniell in Europa und im mittleren Osten in der Frühen Neuzeit,2009,-80,211,77
10318,BV021726117,ita,Aedes Barberinae ad Quirinalem descriptae,2005,204,-200,148
10319,BV021726220,ger,Elfenbeinkunst aus dem Aachener Domschatz,2006,387,-128,176
10320,BV021726510,ger,Superbia und Narziß,2006,357,-147,192
10321,BV021726964,eng,The burning of the vanities,2006,127,-170,133
10322,BV021727038,ita,Dall'Archivio segreto vaticano,(2006),306,-222,155
10323,BV021727276,ita,Viaggi di Russia,1961,80,98,76
10324,BV021727428,ita,L' antica Roma,2005,-191,-279,72
10325,BV021727649,ger,Leonardo da Vinci - Die Madonna mit der Nelke,2006,557,-98,3
10328,BV021728030,ita,Rocche e fortificazioni nello Stato della Chiesa,2004,123,-7,-1
10330,BV021728209,ger,Taufengel in Brandenburg,2006,332,-117,154
10332,BV021728740,ger,Druckgrafik,2008,68,-162,-1
10333,BV021728753,ger,Der deutsche Musikfilm,2007,-183,-453,47
10334,BV021728850,eng,"Hyperinflation, currency board and bust",2006,306,-215,155
10335,BV021728940,ger,Von selbst,2006,-55,-317,67
10336,BV021729048,ger,Die amerikanischen Präsidentschaftswahlkämpfe von 1864 bis 1896 in den Karikaturen von Thomas Nast,2006,353,-128,192
10337,BV021729571,ita,Tempo novo,2006,46,-498,14
10338,BV021730054,ger,In die Freiheit geworfen,2006,-136,-464,47
10339,BV021730160,ger,Kulturen des Bildes,2006,306,-343,-1
10340,BV021730263,ita,Il Mantegna impossibile,2006,-562,71,1
10341,BV021730358,ger,Skandinavier unterwegs in Europa,2006,-80,234,79
10342,BV021730395,dan,Venetianske Glas,1984,25,-487,-1
10344,BV021730799,ita,Il caso Zolli,2006,-204,-283,72
10345,BV021730829,ita,Il vino a Roma e nel Lazio,2006,-80,-362,-1
10346,BV021730972,ita,Tra Medioevo e Rinascimento,2006,-102,494,2
10347,BV021731031,ger,Die Sammlung Gersdorff,2006,-221,94,40
10348,BV021731073,ita,Surrexit Dominus,2006,306,-238,156
10349,BV021731088,ita,Istoria romana di Bartolomeo Pinelli,2006,-166,-226,70
10350,BV021731156,rus,Nevskij prospekt,2006,-59,-18,-1
10351,BV021731169,ita,I sassi e le ombre,2006,178,-162,117
10352,BV021731245,ita,Le sinagoghe in Emilia-Romagna,2003,-127,-18,-1
10353,BV021731281,ita,Il restauro delle Poste di Libera,2005,378,234,-1
10354,BV021731463,ita,Il Barocco del Val di Noto,2005,-340,298,27
10355,BV021732419,ita,Il Golfo di Napoli,2006,97,-279,-1
10356,BV021732456,ita,"Abbazie, monasteri ed eremi nel paesaggio della Toscana",2003,191,75,89
10361,BV021733603,ger,Jahresbericht,2004-2009,208,-98,122
10362,BV021733686,eng,Nicolas Lancret,2006,29,-211,82
10363,BV021733693,eng,Medici women,2006,76,-3,95
10364,BV021733985,ita,La meravigliosa Roma di Gogol',2002,-187,-283,-1
10365,BV021734094,ita,Nanerie del Rinascimento,2006,476,253,-1
10366,BV021734177,ger,Katalog der Gemäldegalerie,1928,-430,52,16
10369,BV021734849,eng,"Imaging gender, poverty, and spirituality in the Trecento",2005,-161,64,84
10370,BV021734929,eng,Review of religious research,1959-,332,-313,134
10375,BV021735175,ita,Una poesia per l'impero,2006,353,-324,-1
10377,BV021735253,eng,Perspectives in vernacular architecture,1982-2007,-153,109,-1
10379,BV021736071,ita,Alberico da Settefrati e la sua visione predantesca,2005,51,139,76
10380,BV021736176,ita,Verso i nuovi Uffizi,2006,110,71,-1
10386,BV021736770,ita,"Figure, macchine, sogni",2006,-59,-124,-1
10389,BV021737398,eng,SAH news,2003-2011,127,-238,106
10391,BV021738128,ger,arthistoricum.net,[2006]-,93,-343,-1
10393,BV021738675,eng,Beethoven forum,1992-2007,191,-196,148
10394,BV021738714,ger,Wuppertaler Uni-Magazin,2002-2012,204,-185,137
10395,BV021738961,ger,Ausstellungsgestaltung,2006,204,230,-1
10396,BV021739187,ita,La Cena di Tiziano,2006,349,192,-1
10399,BV021739297,ita,Bari,2006,323,-222,185
10400,BV021739809,ger,Unterwegs zu Leonardo,2006,149,-52,103
10401,BV021739825,fre,Institut Néerlandais Paris,1993,217,-75,190
10405,BV021740340,ita,Umberto Boccioni,2006,315,-306,167
10407,BV021740416,ger,Kloster Paulinzella und die Hirsauer Reform,2006,336,-241,-1
10408,BV021740472,ita,Le collezioni Gonzaga,2006,-68,-117,93
10412,BV021741190,eng,Statistics of road traffic accidents in Europe and North America,2004-,161,-124,-1
10414,BV021741611,eng,Imagery and spatial cognition,2006,319,-113,154
10415,BV021741974,eng,Applied mechanics and materials,2004-,212,-260,146
10419,BV021742020,ita,Antiquarie prospetiche romane,2006,-136,-154,73
10427,BV021742515,ita,Disegni di una collezione veneziana del Settecento,1966,493,290,-1
10430,BV021742643,ger,Der geöffnete Raum,2006,327,-324,-1
10433,BV021743967,ger,Metamorphosen des Raubs der Europa,2006,387,-241,180
10434,BV021744026,ger,Denkmale in der Stadt - die Stadt als Denkmal,2006,166,-22,102
10436,BV021744047,ger,Revitalisierender Städtebau,2006,-93,230,-1
10440,BV021744318,eng,Buyers & sellers,2006,-46,204,-1
10441,BV021744325,eng,"The city, the Duke and their banker",2006,-80,-113,93
10442,BV021744523,eng,Wittgenstein and the philosophy of information,2008,63,-75,-1
10443,BV021744792,ger,Picasso - Malen gegen die Zeit,2006,-421,37,16
10444,BV021744914,ita,"Paolo Veronese, La predica di Sant'Antonio ai pesci",2001,455,302,52
10446,BV021745355,ita,Monza,1991,310,136,24
10450,BV021745588,ger,Barfuß zum lieben Gott,2006,85,117,76
10457,BV021745751,ger,Pforzheim - Kulturdenkmale in den Ortsteilen,2006,-289,-328,9
10460,BV021746018,eng,Central European journal of operations research,1999-,387,-272,188
10462,BV021746425,eng,Painting for the market,2003,-383,56,-1
10464,BV021746600,ger,Die älteren Urkunden des Klosters S. Maria zu Aquileia,2005,114,-181,-1
10465,BV021746648,ita,Foligno e la Madonna,2006,272,132,24
10466,BV021747181,ger,Giambologna in Dresden,2006,370,-173,184
10467,BV021747214,ita,Manducatio per visum,2006,344,-317,134
10469,BV021747413,ita,Gaspare Traversi nell'illuminismo europeo,1980,-438,15,-1
10474,BV021747643,eng,Illustrations,1930,-391,18,17
10475,BV021747928,ger,"Daniel Libeskind, Jüdisches Museum Berlin",2006,361,-264,194
10476,BV021747967,eng,Inigo Jones and the European classicist tradition,2007,319,-324,-1
10484,BV021748847,ger,La basilica dei SS. Cosma e Damiano,1975,272,-253,-1
10485,BV021749068,fre,Claude Nicolas Ledoux et le livre d'architecture en français,2006,80,362,-1
10491,BV021749850,ita,La Biblioteca Malatestiana,2006,-149,52,84
10493,BV021749902,ger,Das Zeitalter der Intelligenz,2006,-85,192,-1
10498,BV021750010,ita,Bibliografia degli scritti di Ferdinando Arisi,2006,285,-279,170
10499,BV021750090,ger,Der fiktive Staat,2007,-59,215,77
10506,BV021751271,eng,Women's wear daily,1976-,404,309,-1
10508,BV021751414,eng,Against voluptuous bodies,2006,-413,37,16
10511,BV021751861,eng,Early Mediaeval art in the North,1949,-42,-207,-1
10513,BV021752296,ger,Die alten Griechen,2006,-38,7,91
10514,BV021752401,ita,"Estetica, etica e storia nelle arti della rappresentazione visiva",1948,-319,340,-1
10515,BV021752597,ger,Die Salzburger Residenz,1928,285,-302,159
10517,BV021752677,ita,Miscellanea di studi in memoria di padre Giovanni Luisetto OFMConv,2003,315,-139,191
10518,BV021752799,ita,Da Galileo Galilei a Cosimo Noferi,2005,344,-68,-1
10520,BV021753036,spa,Picasso - tradición y vanguardia,2006,-178,-154,-1
10521,BV021753126,ita,Antonio Maria Marini,1992,-408,-3,18
10522,BV021753171,ita,Lodi murata,2006,-4,-37,97
10523,BV021753226,ita,Oggetti di ornamento personale dall'Emilia Romagna bizantina,2005,0,-185,82
10530,BV021753281,eng,Feminist teacher,1984-,25,230,-1
10535,BV021753801,ger,"Die Altertumswissenschaften in Berlin um 1800 an Akademie, Schule und Universität",2006,-8,-49,-1
10536,BV021753961,eng,Popular government and oligarchy in Renaissance Italy,2006,268,-347,-1
10540,BV021754375,eng,The Wernher Collection,1950,349,-94,173
10546,BV021755275,ita,Carlo Scarpa e il Museo Revoltella,[2006],157,-128,126
10547,BV021755443,eng,European furniture in the Metropolitan Museum of Art,2006,-97,256,-1
10548,BV021755618,ita,Ulisse e le sirene di Positano,2006,421,-166,-1
10549,BV021755675,fre,L' humanisme à Toulouse (1480 - 1596),2006,221,-64,190
10550,BV021755697,ger,Die vestalischen Jungfrauen in der römischen Kaiserzeit,2006,472,90,37
10551,BV021756156,fre,Statues de Paris,2006,106,-75,-1
10552,BV021756547,fre,Lire et écrire à Byzance,2006,-85,124,86
10553,BV021756727,fre,La fortune des grands monastères byzantins,2006,-80,105,86
10554,BV021756776,eng,Strangers nowhere in the world,2006,-89,234,78
10555,BV021756777,fre,Pèlerinages et lieux saints dans l'Antiquité et le Moyen Âge,2006,25,-11,-1
10556,BV021756908,eng,Italian illuminated manuscripts in the J. Paul Getty Museum,2005,387,332,-1
10557,BV021756993,eng,Cinematic urbanism,2006,263,-215,151
10558,BV021757628,ger,Ernst Cassirer,2006,391,-170,184
10561,BV021757882,eng,"Of the past, for the future",2006,246,-71,160
10562,BV021757887,eng,The afterlife of Pope Joan,2006,-97,-226,56
10565,BV021758035,eng,East and west in the medieval eastern Mediterranean,2006,353,-272,194
10566,BV021758237,ger,Spezialbibliotheken zwischen Auftrag und Ressourcen,2005,336,-196,-1
10570,BV021758912,ger,Wörterbuch des Buches,2006,421,287,54
10573,BV021759147,ita,Basilio Cascella,2006,315,-222,-1
10575,BV021759361,ita,Canonizzazioni e culto dei santi nella christianitas,2006,127,-336,-1
10578,BV021759893,ger,Die Anfänge der italienischen Literatur aus der Praxis der Religion und des Rechts,2006,481,256,-1
10579,BV021760232,ger,Zwischen Handwerk und Wissenschaft,2005,387,-196,172
10580,BV021760282,eng,Scenting salvation,2006,332,-245,-1
10583,BV021760533,eng,Interoperability of DRM Systems,2006,217,-196,110
10585,BV021760747,ger,Raffaels Papageienzimmer,2006,183,120,-1
10586,BV021760756,ger,Die Kunstsammlung Philipp F. Reemtsma,2006,-344,256,22
10587,BV021760765,fre,Le noir,2006,-434,64,-1
10592,BV021761110,ita,Il Museo Cristiano,1968,-80,52,87
10593,BV021761131,ger,Zeitschrift für Siebenbürgische Landeskunde,1978-,315,-275,193
10594,BV021761166,ger,Gigantische Visionen,2006,-191,-476,46
10596,BV021761239,fre,Pierres tombales médiévales,2006,29,340,-1
10600,BV021761435,ita,Archeologia e topografia della regione II (Celio),2006,123,-204,-1
10601,BV021761440,eng,Holbein in England,2006,-370,0,-1
10602,BV021761515,ger,Alte Gläser,1968,46,-234,82
10603,BV021761522,ita,Le collezioni del Museo Civico di Casale,1995,268,-340,-1
10606,BV021761768,ger,Auf den Spuren des Realen,[2004],-370,279,27
10608,BV021761971,ger,Il Museo degli Argenti in Firenze,1935,178,-56,-1
10609,BV021762261,ger,Die Kenntnis Rußlands im deutschsprachigen Raum im 18. Jahrhundert,2006,-285,204,-1
10614,BV021762448,ger,Die Stadt als Museum?,2009,-204,-253,71
10616,BV021762499,eng,Picasso's collection of African & Oceanic art,2006,-229,86,40
10617,BV021762643,eng,Treasury of hours,2005,238,-154,131
10622,BV021763663,fre,"Gastronomie, humanisme et société à Rome au milieu du XVe siècle",2006,-187,-215,-1
10623,BV021763984,ger,Der Mitralis des Sicardus nach seiner Bedeutung für die Ikonographie des Mittelalters,1889,417,366,-1
10624,BV021764028,ita,Lodi,1977,225,-279,120
10625,BV021764671,ger,Geschichte der ägyptischen Kunst bis zum Hellenismus,1903,-319,264,-1
10626,BV021764744,ita,Per una fondazione fenomenologica della conoscitività dell'arte,1968,-38,-332,67
10627,BV021764960,ger,Erwerbungen zur Kunst des Mittelalters,2006,238,253,-1
10628,BV021765421,ita,Das Museum der Domkirche von Mailand,1958,361,-90,173
10629,BV021765476,ita,Le Collezioni del Museo di Merano,1965,183,-113,122
10630,BV021765511,ger,Architektur als selbständiger Bildgegenstand bei Albrecht Altdorfer,2007,-68,-71,93
10631,BV021765713,fre,Visages d'antan,2007,174,-204,119
10632,BV021765722,eng,Queen as king,2006,-310,324,32
10633,BV021765730,ger,Das Grüne Gewölbe im Schloss zu Dresden,2006,-276,-98,-1
10635,BV021766048,dut,Monumenten in Nederland,2006,-268,-98,65
10636,BV021766053,dut,Monumenten in Nederland,2006,-281,-79,63
10637,BV021766141,ger,Vita communis und ethnische Vielfalt,2006,408,290,-1
10638,BV021768144,ger,Principe sovrano oder civitas imperialis?,2006,46,-476,-1
10641,BV021768248,eng,Medieval Trim,2005,353,-166,183
10642,BV021768322,ita,Il corpo del principe,2006,340,-313,134
10646,BV021768764,eng,"Riches, rivals & radicals",2006,-93,-64,-1
10647,BV021768961,ger,Der Bamberger Reiter,2006,238,-215,135
10648,BV021769319,ita,Museo di Orvieto,1972,183,-332,105
10649,BV021769831,ger,Das Buch vom Buch,2007,430,-173,-1
10652,BV021769892,eng,Il segreto,2006,298,-139,-1
10660,BV021770904,ger,Iconic worlds,2006,259,-324,128
